"S.No","File Code","Asset family linked","Components","Services linked"
"48221","TPS-300","Tubing Power Pack Skid","18","Coiled Tubing|Sustaining|Coiled Tubing Offshore|OMT Default"
"48222","TPS-321","Tubing Power Pack Skid","18","Coiled Tubing|Sustaining|Coiled Tubing Offshore|OMT Default"
"48223","TPS-330","Tubing Power Pack Skid","18","Coiled Tubing|Sustaining|Coiled Tubing Offshore|OMT Default"
"48224","TPS-332","Tubing Power Pack Skid","18","Coiled Tubing|Sustaining|Coiled Tubing Offshore|OMT Default"
"48225","TPS-333","Tubing Power Pack Skid","18","Coiled Tubing|Sustaining|Coiled Tubing Offshore|OMT Default"
"48226","TPS-335","Tubing Power Pack Skid","18","Coiled Tubing|Sustaining|Coiled Tubing Offshore|OMT Default"
"48227","TPS-337","Tubing Power Pack Skid","18","Coiled Tubing|Sustaining|Coiled Tubing Offshore|OMT Default"
"48228","TPS-600","Tubing Power Pack Skid","18","Coiled Tubing|Sustaining|Coiled Tubing Offshore|OMT Default"
"48229","TPS-750","Tubing Power Pack Skid","18","Coiled Tubing|Sustaining|Coiled Tubing Offshore|OMT Default"
"48230","TPS-930","Tubing Power Pack Skid","18","Coiled Tubing|Sustaining|Coiled Tubing Offshore|OMT Default"
"48231","TPS-933","X-11 Power Pack","19","OMT Default|Coiled Tubing|Sustaining|Coiled Tubing Offshore"
"48232","TPS-937","X-11 Power Pack","19","OMT Default|Coiled Tubing|Sustaining|Coiled Tubing Offshore"
"48233","TPS-957","Tubing Power Pack Skid","18","Coiled Tubing|Sustaining|Coiled Tubing Offshore|OMT Default"
"48234","TPSS05K2.5","wl_TPSS05K2.5","0","Wireline"
"48235","TPSU-A","wl_TPSU-A","0","Wireline"
"48236","TPSU-C","wl_TPSU-C","0","Wireline"
"48237","TPT-444","CT Wet Kit Tractor","40","OMT Default|Shop|Sustaining|All|Coiled Tubing|Cement"
"48238","TPT-449","CT Wet Kit Tractor","40","OMT Default|Shop|Sustaining|All|Coiled Tubing|Cement"
"48239","TPT-744","CT Wet Kit Tractor","40","OMT Default|Shop|Sustaining|All|Coiled Tubing|Cement"
"48240","TQPR-BA","TQPR|Inspect TEst|Signature Quartz Gauge ","1|1|0","Testing|Shop"
"48241","TQWR","wl_TQWR","0","Wireline"
"48242","TQWR_MH_10","wl_TQWR_MH_10","0","Wireline"
"48243","TRA-401","Tractor","22","Shop|Coiled Tubing|Sustaining|OMT Test|OMT Default|All|Cement|Frac"
"48244","TRA-402","Tractor","22","Shop|Coiled Tubing|Sustaining|OMT Test|OMT Default|All|Cement|Frac"
"48245","TRA-405","Tractor","22","Shop|Coiled Tubing|Sustaining|OMT Test|OMT Default|All|Cement|Frac"
"48246","TRA-406","Tractor","22","Shop|Coiled Tubing|Sustaining|OMT Test|OMT Default|All|Cement|Frac"
"48247","TRA-411","Tractor","22","Shop|Coiled Tubing|Sustaining|OMT Test|OMT Default|All|Cement|Frac"
"48248","TRA-421","Tractor","22","Shop|Coiled Tubing|Sustaining|OMT Test|OMT Default|All|Cement|Frac"
"48249","TRA-429","Tractor","22","Shop|Coiled Tubing|Sustaining|OMT Test|OMT Default|All|Cement|Frac"
"48250","TRA-431","Tractor","22","Shop|Coiled Tubing|Sustaining|OMT Test|OMT Default|All|Cement|Frac"
"48251","TRA-441","Tractor","22","Shop|Coiled Tubing|Sustaining|OMT Test|OMT Default|All|Cement|Frac"
"48252","TRA-442","Tractor","22","Shop|Coiled Tubing|Sustaining|OMT Test|OMT Default|All|Cement|Frac"
"48253","TRA-444","Tractor","22","Shop|Coiled Tubing|Sustaining|OMT Test|OMT Default|All|Cement|Frac"
"48254","TRA-445","Tractor","22","Shop|Coiled Tubing|Sustaining|OMT Test|OMT Default|All|Cement|Frac"
"48255","TRA-471","Tractor","22","Shop|Coiled Tubing|Sustaining|OMT Test|OMT Default|All|Cement|Frac"
"48256","TRA-490","Tractor","22","Shop|Coiled Tubing|Sustaining|OMT Test|OMT Default|All|Cement|Frac"
"48257","TRA-501","Tractor","22","Shop|Coiled Tubing|Sustaining|OMT Test|OMT Default|All|Cement|Frac"
"48258","TRA-502","Tractor","22","Shop|Coiled Tubing|Sustaining|OMT Test|OMT Default|All|Cement|Frac"
"48259","TRA-512","Tractor With Crane","15","Sustaining|OMT Test|OMT Default"
"48260","TRA-541","Tractor With Hydraulics","14","Sustaining|OMT Default|OMT Test"
"48261","TRA-542","Tractor With Hydraulics","14","Sustaining|OMT Default|OMT Test"
"48262","TRA-741","Tractor","22","Shop|Coiled Tubing|Sustaining|OMT Test|OMT Default|All|Cement|Frac"
"48263","TRA-744","Tractor","22","Shop|Coiled Tubing|Sustaining|OMT Test|OMT Default|All|Cement|Frac"
"48264","TRA-745","Tractor","22","Shop|Coiled Tubing|Sustaining|OMT Test|OMT Default|All|Cement|Frac"
"48265","TRA-761","CT Tractor and Pump","45","Sustaining|OMT Default|Coiled Tubing"
"48266","TRA-809","Tractor","22","Shop|Coiled Tubing|Sustaining|OMT Test|OMT Default|All|Cement|Frac"
"48267","TRA-953","Tractor","22","Shop|Coiled Tubing|Sustaining|OMT Test|OMT Default|All|Cement|Frac"
"48268","TRAIL","wl_TRAIL","0","Wireline"
"48269","TRAIL-FLATBED","wl_TRAIL-FLATBED","0","Wireline"
"48270","TRAIL-PD","wl_TRAIL-PD","0","Wireline"
"48271","TRAIL-RGL3-10K","wl_TRAIL-RGL3-10K","0","Wireline"
"48272","TRAIL-RGL3-12.5K","wl_TRAIL-RGL3-12.5K","0","Wireline"
"48273","TRAIL-RGL3-125K","wl_TRAIL-RGL3-125K","0","Wireline"
"48274","TRAIL-RGL4-10K","wl_TRAIL-RGL4-10K","0","Wireline"
"48275","TRAIL-RGL4-12.5K","wl_TRAIL-RGL4-12.5K","0","Wireline"
"48276","TRAIL-RGL4-125K","wl_TRAIL-RGL4-125K","0","Wireline"
"48277","TRANSFORMER","wl_TRANSFORMER","0","Wireline"
"48278","TRANSPORT-BOX","wl_TRANSPORT-BOX","0","Wireline"
"48279","TRD2S-WCP","wl_TRD2S-WCP","0","Wireline"
"48280","TRDXD-Toolset","wl_TRDXD-Toolset","0","Wireline"
"48281","TRDXD-WC","wl_TRDXD-WC","0","Wireline"
"48282","TRDXF-WC","wl_TRDXF-WC","0","Wireline"
"48283","TRDXG-WC","wl_TRDXG-WC","0","Wireline"
"48284","TRDXI-WC","wl_TRDXI-WC","0","Wireline"
"48285","TRDXL-WC","wl_TRDXL-WC","0","Wireline"
"48286","TRDXM-WC","wl_TRDXM-WC","0","Wireline"
"48287","TRDXN-WC","wl_TRDXN-WC","0","Wireline"
"48288","TRDXO-WC","wl_TRDXO-WC","0","Wireline"
"48289","TRDXS-WC","wl_TRDXS-WC","0","Wireline"
"48290","TRDXX-WC","wl_TRDXX-WC","0","Wireline"
"48291","TRF-200","CT Tubing Reel","31","Sustaining|Coiled Tubing|OMT Default"
"48292","TRF-330","Tubing Reel Float","9","Sustaining|OMT Default|Coiled Tubing|Coiled Tubing Offshore"
"48293","Triplex","Triplex Pump","6","OMT Default|Sustaining"
"48294","TRL-100","Trailer Leased|Trailer","2|10","Coiled Tubing|Sustaining|Frac|Cement|OMT Default|OMT Test"
"48295","TRL-102","Trailer","10","Sustaining|Frac|Coiled Tubing|OMT Default|Cement|OMT Test"
"48296","TRL-105","Trailer","10","Sustaining|Frac|Coiled Tubing|OMT Default|Cement|OMT Test"
"48297","TRL-106","Trailer","10","Sustaining|Frac|Coiled Tubing|OMT Default|Cement|OMT Test"
"48298","TRL-107","Trailer Leased|Trailer","2|10","Coiled Tubing|Sustaining|Frac|Cement|OMT Default|OMT Test"
"48299","TRL-108","Trailer","10","Sustaining|Frac|Coiled Tubing|OMT Default|Cement|OMT Test"
"48300","TRL-156","Trailer","10","Sustaining|Frac|Coiled Tubing|OMT Default|Cement|OMT Test"
"48301","TRL-187","Trailer","10","Sustaining|Frac|Coiled Tubing|OMT Default|Cement|OMT Test"
"48302","TRL-200","Trailer Leased|Trailer","2|10","Coiled Tubing|Sustaining|Frac|Cement|OMT Default|OMT Test"
"48303","TRL-201","Trailer","10","Sustaining|Frac|Coiled Tubing|OMT Default|Cement|OMT Test"
"48304","TRL-206","Trailer Leased|Trailer","2|10","Coiled Tubing|Sustaining|Frac|Cement|OMT Default|OMT Test"
"48305","TRL-207","Trailer","10","Sustaining|Frac|Coiled Tubing|OMT Default|Cement|OMT Test"
"48306","TRL-208","Trailer","10","Sustaining|Frac|Coiled Tubing|OMT Default|Cement|OMT Test"
"48307","TRL-209","Trailer","10","Sustaining|Frac|Coiled Tubing|OMT Default|Cement|OMT Test"
"48308","TRL-293","Trailer Leased|Trailer","2|10","Coiled Tubing|Sustaining|Frac|Cement|OMT Default|OMT Test"
"48309","TRL-298","Erector Trailer","12","Frac|OMT Default|Sustaining"
"48310","TRL-400","Trailer","10","Sustaining|Frac|Coiled Tubing|OMT Default|Cement|OMT Test"
"48311","TRL-550","Trailer","10","Sustaining|Frac|Coiled Tubing|OMT Default|Cement|OMT Test"
"48312","TRL-594","Trailer","10","Sustaining|Frac|Coiled Tubing|OMT Default|Cement|OMT Test"
"48313","TRL-677","Trailer","10","Sustaining|Frac|Coiled Tubing|OMT Default|Cement|OMT Test"
"48314","TRNSF-RVR","TRNSF-RVR","2","PRS - ALS, CPL, CAM"
"48315","TRRL-AA","wl_TRRL-AA","0","Wireline"
"48316","TRRM-AA","wl_TRRM-AA","0","Wireline"
"48317","TRRS-AA","wl_TRRS-AA","0","Wireline"
"48318","TRS-135","CT Tubing Reel","31","Sustaining|Coiled Tubing|OMT Default"
"48319","TRS-145","CT Tubing Reel","31","Sustaining|Coiled Tubing|OMT Default"
"48320","TRS-182","CT JMC ODIM Rolls Royce Dwellop  Powerstand|CT Tubing Reel","23|31","OMT Default|Sustaining|Coiled Tubing"
"48321","TRS-183","CT JMC ODIM Rolls Royce Dwellop  Powerstand|CT Tubing Reel","23|31","OMT Default|Sustaining|Coiled Tubing"
"48322","TRS-184","CT Tubing Reel","31","Sustaining|Coiled Tubing|OMT Default"
"48323","TRS-300","CT Tubing Reel","31","Sustaining|Coiled Tubing|OMT Default"
"48324","TRS-310","CT Tubing Reel","31","Sustaining|Coiled Tubing|OMT Default"
"48325","TRS-312","CT Tubing Reel","31","Sustaining|Coiled Tubing|OMT Default"
"48326","TRS-313","CT Tubing Reel","31","Sustaining|Coiled Tubing|OMT Default"
"48327","TRS-315","CT Tubing Reel","31","Sustaining|Coiled Tubing|OMT Default"
"48328","TRS-320","CT Tubing Reel","31","Sustaining|Coiled Tubing|OMT Default"
"48329","TRS-322","CT Tubing Reel","31","Sustaining|Coiled Tubing|OMT Default"
"48330","TRS-324","CT Tubing Reel","31","Sustaining|Coiled Tubing|OMT Default"
"48331","TRS-325","CT Tubing Reel","31","Sustaining|Coiled Tubing|OMT Default"
"48332","TRS-330","CT Tubing Reel","31","Sustaining|Coiled Tubing|OMT Default"
"48333","TRS-332","CT Tubing Reel","31","Sustaining|Coiled Tubing|OMT Default"
"48334","TRS-333","CT Tubing Reel","31","Sustaining|Coiled Tubing|OMT Default"
"48335","TRS-340","CT Tubing Reel","31","Sustaining|Coiled Tubing|OMT Default"
"48336","TRS-351","X-11 Reel Conversion Skid|CT Tubing Reel","12|31","Coiled Tubing|OMT Default|Sustaining|Coiled Tubing Offshore"
"48337","TRS-380","CT Tubing Reel","31","Sustaining|Coiled Tubing|OMT Default"
"48338","TRS-390","CT Tubing Reel","31","Sustaining|Coiled Tubing|OMT Default"
"48339","TRS-393","CT Tubing Reel","31","Sustaining|Coiled Tubing|OMT Default"
"48340","TRS-903","X-11 Reel","16","Coiled Tubing Offshore|OMT Default|Coiled Tubing|Sustaining"
"48341","TRS-923","X-11 Reel","16","Coiled Tubing Offshore|OMT Default|Coiled Tubing|Sustaining"
"48342","TRS33322D0036","CPLTEST1","1",""
"48343","TRSXD-WC","wl_TRSXD-WC","0","Wireline"
"48344","TRSXS-WC","wl_TRSXS-WC","0","Wireline"
"48345","TRSXX-WC","wl_TRSXX-WC","0","Wireline"
"48346","TRTXE-WC","wl_TRTXE-WC","0","Wireline"
"48347","TRTXX-WC","wl_TRTXX-WC","0","Wireline"
"48348","TRU-421","Bin Mover","2","OMT Default|Sustaining|Frac"
"48349","TRU-512","Flatbed Truck","13","OMT Default|Sustaining"
"48350","TRU-532","Flatbed Truck With Crane","16","OMT Default|Sustaining"
"48351","TRU-541","Winch Flatbed Truck","16","Sustaining|OMT Default"
"48352","TRU-542","Winch Flatbed Truck","16","Sustaining|OMT Default"
"48353","TRU-592H","Hot Oil Truck","13","Sustaining|OMT Default|Frac"
"48354","TRU-592M","Mechanical Truck","13","OMT Default|Sustaining"
"48355","TRU-592S","Steam Truck","13","OMT Default|Sustaining|MI SWACO"
"48356","TRUCK","wl_TRUCK","0","Wireline"
"48357","TRUCK-CAB","wl_TRUCK-CAB","0","Wireline"
"48358","TRUCK-CRANE","wl_TRUCK-CRANE","0","Wireline"
"48359","TRUCK-Inventory","wl_TRUCK-Inventory","0","Wireline"
"48360","TRUCK-IVECO","wl_TRUCK-IVECO","0","Wireline"
"48361","TRUCK-KAMAZ","wl_TRUCK-KAMAZ","0","Wireline"
"48362","TRUCK-MAN","wl_TRUCK-MAN","0","Wireline"
"48363","TRUCK-VOLVO","wl_TRUCK-VOLVO","0","Wireline"
"48364","TRUCK-WINCH","wl_TRUCK-WINCH","0","Wireline"
"48365","TRXXD-WC","wl_TRXXD-WC","0","Wireline"
"48366","TRXXX-WC","wl_TRXXX-WC","0","Wireline"
"48367","TRY-SCRPMG","Screen Pulse|Long Term Idle Equipment","5|1","OMT Default|MI SWACO|Sustaining"
"48368","TSB-A","wl_TSB-A","0","Wireline"
"48369","TSC-2.82","wl_TSC-2.82","0","Wireline"
"48370","TSC-3.0","wl_TSC-3.0","0","Wireline"
"48371","TSC-3.25","wl_TSC-3.25","0","Wireline"
"48372","TSC-3.75","wl_TSC-3.75","0","Wireline"
"48373","TSC-4.25","wl_TSC-4.25","0","Wireline"
"48374","TSC-SQ","wl_TSC-SQ","0","Wireline"
"48375","TSC-SS","wl_TSC-SS","0","Wireline"
"48376","TSET-A","wl_TSET-A","0","Wireline"
"48377","TSET-AA","wl_TSET-AA","0","Wireline"
"48378","TSET-B","wl_TSET-B","0","Wireline"
"48379","TSET-BA","wl_TSET-BA","0","Wireline"
"48380","TSET-C","wl_TSET-C","0","Wireline"
"48381","TSET-CA","wl_TSET-CA","0","Wireline"
"48382","TSIM2-AA","TSIM2","1","Testing"
"48383","TSIM2-AAB","TSIM2","1","Testing"
"48384","TSIM2-ABB","TSIM2","1","Testing"
"48385","TSS","wl_TSS","0","Wireline"
"48386","TST-BC","TST6-AA","3","D&M"
"48387","tstfileCode","Turing","2","D&M"
"48388","TSX-SQ","wl_TSX-SQ","0","Wireline"
"48389","TSX-SS","wl_TSX-SS","0","Wireline"
"48390","TTA-35805","wl_TTA-35805","0","Wireline"
"48391","TTA-35815","wl_TTA-35815","0","Wireline"
"48392","TTA-505","wl_TTA-505","0","Wireline"
"48393","TTA-705","wl_TTA-705","0","Wireline"
"48394","TTA-715","wl_TTA-715","0","Wireline"
"48395","TTB-505","wl_TTB-505","0","Wireline"
"48396","TTB-MDT-75","wl_TTB-MDT-75","0","Wireline"
"48397","TTB-X-515","wl_TTB-X-515","0","Wireline"
"48398","TTC-IL6","wl_TTC-IL6","0","Wireline"
"48399","TTDH-AA","wl_TTDH-AA","0","Wireline"
"48400","TTDH-AA-TOOL","wl_TTDH-AA-TOOL","0","Wireline"
"48401","TTDH-BA","wl_TTDH-BA","0","Wireline"
"48402","TTDH-BA-TOOL","wl_TTDH-BA-TOOL","0","Wireline"
"48403","TTG-A","wl_TTG-A","0","Wireline"
"48404","TTG-B","wl_TTG-B","0","Wireline"
"48405","TTG-B-TOOL","wl_TTG-B-TOOL","0","Wireline"
"48406","TTG-C","wl_TTG-C","0","Wireline"
"48407","TTG-C-TOOL","wl_TTG-C-TOOL","0","Wireline"
"48408","TTG-D","wl_TTG-D","0","Wireline"
"48409","TTG-E","wl_TTG-E","0","Wireline"
"48410","TTG-F","wl_TTG-F","0","Wireline"
"48411","TTG-F-TOOL","wl_TTG-F-TOOL","0","Wireline"
"48412","TTG-FAB","wl_TTG-FAB","0","Wireline"
"48413","TTG-G","wl_TTG-G","0","Wireline"
"48414","TTG-G-TOOL","wl_TTG-G-TOOL","0","Wireline"
"48415","TTG-H","wl_TTG-H","0","Wireline"
"48416","TTG-H-TOOL","wl_TTG-H-TOOL","0","Wireline"
"48417","TTG-JA","wl_TTG-JA","0","Wireline"
"48418","TTG-KA","wl_TTG-KA","0","Wireline"
"48419","TTG-L","wl_TTG-L","0","Wireline"
"48420","TTG-L-TOOL","wl_TTG-L-TOOL","0","Wireline"
"48421","TTG-PT","wl_TTG-PT","0","Wireline"
"48422","TTSA-A","wl_TTSA-A","0","Wireline"
"48423","TTSA-B","wl_TTSA-B","0","Wireline"
"48424","TTSA-B-TOOL","wl_TTSA-B-TOOL","0","Wireline"
"48425","TTSA-BB","wl_TTSA-BB","0","Wireline"
"48426","TTSA-H","wl_TTSA-H","0","Wireline"
"48427","TTSA-H-TOOL","wl_TTSA-H-TOOL","0","Wireline"
"48428","TTSA-S-TOOL","wl_TTSA-S-TOOL","0","Wireline"
"48429","TTSA-SAA","wl_TTSA-SAA","0","Wireline"
"48430","TTSA-SBA","wl_TTSA-SBA","0","Wireline"
"48431","TTSA-SBP","wl_TTSA-SBP","0","Wireline"
"48432","TTT-A","wl_TTT-A","0","Wireline"
"48433","TUF-130","Tubing Reel Float","9","Sustaining|OMT Default|Coiled Tubing|Coiled Tubing Offshore"
"48434","TUF-139","Tubing Utility Float|Crane Float|Surefire CTU","26|1|0","Sustaining|Coiled Tubing|OMT Default|Frac|Cement|Coiled Tubing Offshore"
"48435","TUF-222","Tubing Utility Float","26","Sustaining|Coiled Tubing|OMT Default"
"48436","TUF-320","Tubing Utility Float|Crane Float","26|1","Sustaining|Coiled Tubing|OMT Default|Frac|Cement"
"48437","TUF-321","Tubing Utility Float","26","Sustaining|Coiled Tubing|OMT Default"
"48438","TUF-322","Tubing Utility Float","26","Sustaining|Coiled Tubing|OMT Default"
"48439","TUF-333","Tubing Utility Float","26","Sustaining|Coiled Tubing|OMT Default"
"48440","TUF-335","Tubing Utility Float","26","Sustaining|Coiled Tubing|OMT Default"
"48441","TUF-425","Tubing Utility Float","26","Sustaining|Coiled Tubing|OMT Default"
"48442","TUF-429","Tubing Utility Float","26","Sustaining|Coiled Tubing|OMT Default"
"48443","TUF-530","Tubing Utility Float","26","Sustaining|Coiled Tubing|OMT Default"
"48444","TUF-531","Tubing Utility Float|Crane Float","26|1","Sustaining|Coiled Tubing|OMT Default|Frac|Cement"
"48445","TUF-629","Tubing Utility Float","26","Sustaining|Coiled Tubing|OMT Default"
"48446","TUF-644","Tubing Utility Float","26","Sustaining|Coiled Tubing|OMT Default"
"48447","TUPR-BA","TUPR|Signature Quartz Gauge ","1|0","Testing"
"48448","TUT-412","Crane Truck TUT|Tubing Utility Truck","5|0","Sustaining|Coiled Tubing|OMT Default"
"48449","TUT-414","Crane Truck TUT|Tubing Utility Truck","5|0","Sustaining|Coiled Tubing|OMT Default"
"48450","TUT-417","Tubing Utility Truck","0","Sustaining|OMT Default|Coiled Tubing"
"48451","TUT-419","Crane Truck TUT|Tubing Utility Truck","5|0","Sustaining|Coiled Tubing|OMT Default"
"48452","TUT-712","Tubing Utility Truck","0","Sustaining|OMT Default|Coiled Tubing"
"48453","TUT-739","Tubing Utility Truck","0","Sustaining|OMT Default|Coiled Tubing"
"48454","TUT-935","CT Truck Unit","52","OMT Default|Sustaining|Coiled Tubing"
"48455","TUXP-JA","TUXP-JA|RM","1","All|Shop"
"48456","TW01","wl_TW01","0","Wireline"
"48457","TW01-DR1","wl_TW01-DR1","0","Wireline"
"48458","TW01-PO1","wl_TW01-PO1","0","Wireline"
"48459","TW01-TU1","wl_TW01-TU1","0","Wireline"
"48460","TWB-2500-SQ-2.0","wl_TWB-2500-SQ-2.0","0","Wireline"
"48461","TWB-2500-SQ-3.0","wl_TWB-2500-SQ-3.0","0","Wireline"
"48462","TWB-2500-SQ-5.0","wl_TWB-2500-SQ-5.0","0","Wireline"
"48463","TWH-JD","wl_TWH-JD","0","Wireline"
"48464","TWLN-AB","wl_TWLN-AB","0","Wireline"
"48465","TWLN-AC","wl_TWLN-AC","0","Wireline"
"48466","TWLN-B","wl_TWLN-B","0","Wireline"
"48467","TWS-CDB","wl_TWS-CDB","0","Wireline"
"48468","TWS-CDC","wl_TWS-CDC","0","Wireline"
"48469","TXF-220","XTD Center Console  Clone|XTD Center Console","23|26","Sustaining|OMT Default"
"48470","TXF-230","XTD Reel Trailer  Clone|XTD Reel Trailer ","14|13","OMT Default|Sustaining"
"48471","TXF-240","Tubing Utility Float|XTD Command Center Tool Room|XTD Command Center","26|17|45","Sustaining|Coiled Tubing|OMT Default"
"48472","type test","Turing New","3","D&M"
"48473","UBDT-AR","wl_UBDT-AR","0","Wireline"
"48474","UBDT-BA","wl_UBDT-BA","0","Wireline"
"48475","UBDT-BB","wl_UBDT-BB","0","Wireline"
"48476","UBI-TX","wl_UBI-TX","0","Wireline"
"48477","UBI-TX-TOOL","wl_UBI-TX-TOOL","0","Wireline"
"48478","UBIE-A","wl_UBIE-A","0","Wireline"
"48479","UBIE-A-TOOL","wl_UBIE-A-TOOL","0","Wireline"
"48480","UBIK-A","wl_UBIK-A","0","Wireline"
"48481","UBIK-AC","wl_UBIK-AC","0","Wireline"
"48482","UBIK-B","wl_UBIK-B","0","Wireline"
"48483","UBIPWR-Tx","wl_UBIPWR-Tx","0","Wireline"
"48484","UBLB-AM","wl_UBLB-AM","0","Wireline"
"48485","UCI-TX","wl_UCI-TX","0","Wireline"
"48486","UCI-TX-TOOL","wl_UCI-TX-TOOL","0","Wireline"
"48487","UCIE-A","wl_UCIE-A","0","Wireline"
"48488","UDFH-BA","wl_UDFH-BA","0","Wireline"
"48489","UDFH-ERS","wl_UDFH-ERS","0","Wireline"
"48490","UDFH-ERS-TOOL","wl_UDFH-ERS-TOOL","0","Wireline"
"48491","UDFH-FPB","wl_UDFH-FPB","0","Wireline"
"48492","UDFH-HA","wl_UDFH-HA","0","Wireline"
"48493","UDFH-HB","wl_UDFH-HB","0","Wireline"
"48494","UDFH-KA","wl_UDFH-KA","0","Wireline"
"48495","UDFH-KAA","wl_UDFH-KAA","0","Wireline"
"48496","UDFH-KAB","wl_UDFH-KAB","0","Wireline"
"48497","UDFH-KAC","wl_UDFH-KAC","0","Wireline"
"48498","UDFH-KAD","wl_UDFH-KAD","0","Wireline"
"48499","UDFH-KAE","wl_UDFH-KAE","0","Wireline"
"48500","UDFH-KAH","wl_UDFH-KAH","0","Wireline"
"48501","UDFH-KAJ","wl_UDFH-KAJ","0","Wireline"
"48502","UDFH-KAL","wl_UDFH-KAL","0","Wireline"
"48503","UDFH-KAP","wl_UDFH-KAP","0","Wireline"
"48504","UDFH-KAR","wl_UDFH-KAR","0","Wireline"
"48505","UDFH-KAS","wl_UDFH-KAS","0","Wireline"
"48506","UDFH-KAT","wl_UDFH-KAT","0","Wireline"
"48507","UDFH-KAU","wl_UDFH-KAU","0","Wireline"
"48508","UDFH-KB","wl_UDFH-KB","0","Wireline"
"48509","UDFH-KBA","wl_UDFH-KBA","0","Wireline"
"48510","UDFH-KBC","wl_UDFH-KBC","0","Wireline"
"48511","UDFH-KBDX","wl_UDFH-KBDX","0","Wireline"
"48512","UDFH-KBG","wl_UDFH-KBG","0","Wireline"
"48513","UDFH-KBH","wl_UDFH-KBH","0","Wireline"
"48514","UDFH-KBJ","wl_UDFH-KBJ","0","Wireline"
"48515","UDFH-KC","wl_UDFH-KC","0","Wireline"
"48516","UDFH-KD","wl_UDFH-KD","0","Wireline"
"48517","UDFH-KDB","wl_UDFH-KDB","0","Wireline"
"48518","UDFH-KE","wl_UDFH-KE","0","Wireline"
"48519","UDFH-KEX","wl_UDFH-KEX","0","Wireline"
"48520","UDFH-KF","wl_UDFH-KF","0","Wireline"
"48521","UDFH-KFL","wl_UDFH-KFL","0","Wireline"
"48522","UDFH-KFP","wl_UDFH-KFP","0","Wireline"
"48523","UDFH-KG","wl_UDFH-KG","0","Wireline"
"48524","UDFH-KGB","wl_UDFH-KGB","0","Wireline"
"48525","UDFH-KH","wl_UDFH-KH","0","Wireline"
"48526","UDFH-KHH","wl_UDFH-KHH","0","Wireline"
"48527","UDFH-KHX","wl_UDFH-KHX","0","Wireline"
"48528","UDFH-KHXH","wl_UDFH-KHXH","0","Wireline"
"48529","UDFH-KJ","wl_UDFH-KJ","0","Wireline"
"48530","UDFH-KJH","wl_UDFH-KJH","0","Wireline"
"48531","UDFH-KJX","wl_UDFH-KJX","0","Wireline"
"48532","UDFH-KK","wl_UDFH-KK","0","Wireline"
"48533","UDFH-KL","wl_UDFH-KL","0","Wireline"
"48534","UDFH-KLA","wl_UDFH-KLA","0","Wireline"
"48535","UDFH-KLB","wl_UDFH-KLB","0","Wireline"
"48536","UDFH-KLC","wl_UDFH-KLC","0","Wireline"
"48537","UDFH-KLD","wl_UDFH-KLD","0","Wireline"
"48538","UDFH-KLX","wl_UDFH-KLX","0","Wireline"
"48539","UDFH-KM","wl_UDFH-KM","0","Wireline"
"48540","UDFH-KMX","wl_UDFH-KMX","0","Wireline"
"48541","UDFH-KMXH","wl_UDFH-KMXH","0","Wireline"
"48542","UDFH-KN","wl_UDFH-KN","0","Wireline"
"48543","UDFH-KNB","wl_UDFH-KNB","0","Wireline"
"48544","UDFH-PA","wl_UDFH-PA","0","Wireline"
"48545","UDFH-PAS","wl_UDFH-PAS","0","Wireline"
"48546","UDFH-PAT","wl_UDFH-PAT","0","Wireline"
"48547","UDFH-PLA","wl_UDFH-PLA","0","Wireline"
"48548","UDFH-PLB","wl_UDFH-PLB","0","Wireline"
"48549","UDFH-PLC","wl_UDFH-PLC","0","Wireline"
"48550","UDFH-PLD","wl_UDFH-PLD","0","Wireline"
"48551","UDFH-PNC","wl_UDFH-PNC","0","Wireline"
"48552","UDFH-PNC-TOOL","wl_UDFH-PNC-TOOL","0","Wireline"
"48553","UDFH-PNC25K","wl_UDFH-PNC25K","0","Wireline"
"48554","UDFH-PNS","wl_UDFH-PNS","0","Wireline"
"48555","UDFH-PNS-TOOL","wl_UDFH-PNS-TOOL","0","Wireline"
"48556","UDFH-PNS25K","wl_UDFH-PNS25K","0","Wireline"
"48557","UDFH-PP","wl_UDFH-PP","0","Wireline"
"48558","UDFH-PVA","wl_UDFH-PVA","0","Wireline"
"48559","UDFH-RCG","wl_UDFH-RCG","0","Wireline"
"48560","UDFH-RCP","wl_UDFH-RCP","0","Wireline"
"48561","UDFH-RMC","wl_UDFH-RMC","0","Wireline"
"48562","UDFH-RMH","wl_UDFH-RMH","0","Wireline"
"48563","UDFH-RMT","wl_UDFH-RMT","0","Wireline"
"48564","UDFH-RMX","wl_UDFH-RMX","0","Wireline"
"48565","UDFH-RSC","wl_UDFH-RSC","0","Wireline"
"48566","UDFH-RSS","wl_UDFH-RSS","0","Wireline"
"48567","UDFH-RSX","wl_UDFH-RSX","0","Wireline"
"48568","UDFH-SA","wl_UDFH-SA","0","Wireline"
"48569","UDFH-TA","wl_UDFH-TA","0","Wireline"
"48570","UDFH-UPC","wl_UDFH-UPC","0","Wireline"
"48571","UDFH-VFP","wl_UDFH-VFP","0","Wireline"
"48572","UDFH-VH","wl_UDFH-VH","0","Wireline"
"48573","UDFH-VHX","wl_UDFH-VHX","0","Wireline"
"48574","UDFH-VJ","wl_UDFH-VJ","0","Wireline"
"48575","UDFH-VM","wl_UDFH-VM","0","Wireline"
